,ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
1096,2020-09-24,sz300474,¾°¼ÎÎ¢,64.37,66.55,63.88,66.55,66.69,-2.32,-3.4788,1.5572,4212166,273178487.68,19391351654.9,17411657197.0
1097,2020-09-25,sz300474,¾°¼ÎÎ¢,64.33,65.43,63.75,64.9,64.37,-0.04,-0.0621,0.8402,2272554,146508001.16,19379301723.7,17400837462.8
1098,2020-09-28,sz300474,¾°¼ÎÎ¢,62.97,64.85,62.9,64.35,64.33,-1.36,-2.1141,0.7016,1897863,121142476.39,18969604065.7,17032966501.4
1099,2020-09-29,sz300474,¾°¼ÎÎ¢,63.8,65.38,63.51,63.58,62.97,0.83,1.3181,1.2116,3277411,210922008.76,19219640136.4,17257475985.2
1100,2020-09-30,sz300474,¾°¼ÎÎ¢,63.13,64.5,62.58,63.83,63.8,-0.67,-1.0502,0.8433,2281204,145017505.48,19017803790.1,17076245438.0
1101,2020-10-09,sz300474,¾°¼ÎÎ¢,64.3,65.4,63.79,64.65,63.13,1.17,1.8533,1.0676,2887713,185962901.24,19370264275.4,17392722662.2
1102,2020-10-12,sz300474,¾°¼ÎÎ¢,67.6,67.69,64.3,64.58,64.3,3.3,5.1322,1.6169,4373509,290092608.01,20364383592.8,18285350730.4
1103,2020-10-13,sz300474,¾°¼ÎÎ¢,66.74,67.3,66.4,66.98,67.6,-0.86,-1.2722,1.3414,3628321,242321617.58,20105310073.7,18052726446.0
1104,2020-10-14,sz300474,¾°¼ÎÎ¢,64.48,67.19,64.4,66.7,66.74,-2.26,-3.3863,1.4227,3848372,251264013.19,19424488965.4,17441411465.9
1105,2020-10-15,sz300474,¾°¼ÎÎ¢,63.49,65.24,63.45,64.42,64.48,-0.99,-1.5354,1.1303,3057281,196283007.67,19126253170.2,17173623045.5
1106,2020-10-16,sz300474,¾°¼ÎÎ¢,62.82,63.98,62.62,63.35,63.49,-0.67,-1.0553,0.9004,2435593,153523436.54,18924416824.0,16992392498.3
1107,2020-10-19,sz300474,¾°¼ÎÎ¢,62.01,63.88,62.0,63.41,62.82,-0.81,-1.2894,0.9747,2636393,165813001.08,18680405718.8,16773292881.5
1108,2020-10-20,sz300474,¾°¼ÎÎ¢,63.75,63.78,61.55,62.12,62.01,1.74,2.806,0.8269,2236800,140516864.57,19204577722.5,17243951317.5
1109,2020-10-21,sz300474,¾°¼ÎÎ¢,61.93,63.85,61.46,63.75,63.75,-1.82,-2.8549,0.9859,2666681,166016166.43,18656305856.5,16751653413.2
1110,2020-10-22,sz300474,¾°¼ÎÎ¢,62.07,62.65,61.23,61.93,61.93,0.14,0.2261,0.7405,2003026,124332585.16,18698480615.5,16789522482.8
1111,2020-10-23,sz300474,¾°¼ÎÎ¢,59.76,62.58,59.3,62.06,62.07,-2.31,-3.7216,1.0301,2786249,169977673.29,18002597093.3,16164682835.0
1112,2020-10-26,sz300474,¾°¼ÎÎ¢,60.59,60.7,58.0,59.56,59.76,0.83,1.3889,0.7948,2149813,128647779.26,18252633164.0,16389192318.9
1113,2020-10-27,sz300474,¾°¼ÎÎ¢,61.1,61.67,60.13,60.14,60.59,0.51,0.8417,0.61,1649888,100491250.89,18406269785.8,16527143929.4
1114,2020-10-28,sz300474,¾°¼ÎÎ¢,61.0,61.57,59.94,60.39,61.1,-0.1,-0.1637,0.7382,1996648,121155434.33,18376144958.0,16500094594.0
1115,2020-10-29,sz300474,¾°¼ÎÎ¢,60.0,60.7,59.16,60.68,61.0,-1.0,-1.6393,0.8557,2314481,138657464.96,18074896680.0,16229601240.0
1116,2020-10-30,sz300474,¾°¼ÎÎ¢,60.55,62.81,60.31,61.18,60.0,0.55,0.9167,1.5374,4158544,256213705.86,18240583232.9,16378372584.7
1117,2020-11-02,sz300474,¾°¼ÎÎ¢,57.89,60.87,57.32,60.83,60.55,-2.66,-4.3931,1.7415,4710771,275897303.63,17439262813.4,15658860263.1
1118,2020-11-03,sz300474,¾°¼ÎÎ¢,61.67,61.8,57.0,57.89,57.89,3.78,6.5296,1.8374,4970107,299424187.17,18577981304.3,16681325141.2
1119,2020-11-04,sz300474,¾°¼ÎÎ¢,62.01,62.5,60.61,60.88,61.67,0.34,0.5513,1.1525,3117436,192295863.29,18680405718.8,16773292881.5
1120,2020-11-05,sz300474,¾°¼ÎÎ¢,61.73,62.7,61.07,62.68,62.01,-0.28,-0.4515,1.1695,3163314,195741900.24,18596056200.9,16697554742.4
1121,2020-11-06,sz300474,¾°¼ÎÎ¢,62.7,63.18,61.24,61.84,61.73,0.97,1.5714,1.4261,3857415,240712211.38,18888267030.6,16959933295.8
1122,2020-11-09,sz300474,¾°¼ÎÎ¢,65.8,67.3,63.0,63.05,62.7,3.1,4.9442,2.5093,6787513,445148206.65,19822136692.4,17798462693.2
1123,2020-11-10,sz300474,¾°¼ÎÎ¢,64.04,65.27,63.5,64.93,65.8,-1.76,-2.6748,1.4185,3837008,247183129.2,19291939723.1,17322394390.2
1124,2020-11-11,sz300474,¾°¼ÎÎ¢,61.64,64.7,61.56,63.83,64.04,-2.4,-3.7477,1.3783,3728185,233391375.09,18568943855.9,16673210340.6
1125,2020-11-12,sz300474,¾°¼ÎÎ¢,59.77,62.68,59.37,61.72,61.64,-1.87,-3.0337,1.161,3140391,190576823.84,18005609576.1,16167387768.6
1126,2020-11-13,sz300474,¾°¼ÎÎ¢,60.55,60.88,58.6,59.61,59.77,0.78,1.305,0.9846,2663315,159465792.03,18240583232.9,16378372584.7
1127,2020-11-16,sz300474,¾°¼ÎÎ¢,59.55,60.68,58.8,60.3,60.55,-1.0,-1.6515,0.9098,2460841,146408851.33,17939334954.9,16107879230.7
1128,2020-11-17,sz300474,¾°¼ÎÎ¢,58.58,59.65,57.45,59.55,59.55,-0.97,-1.6289,1.0383,2808556,163100171.79,17647124125.2,15845500677.3
1129,2020-11-18,sz300474,¾°¼ÎÎ¢,58.59,59.2,57.8,58.57,58.58,0.01,0.0171,0.7543,2040434,119251854.19,17650136608.0,15848205610.9
1130,2020-11-19,sz300474,¾°¼ÎÎ¢,60.59,61.51,58.02,58.4,58.59,2.0,3.4136,1.2551,3395021,203870885.15,18252633164.0,16389192318.9
1131,2020-11-20,sz300474,¾°¼ÎÎ¢,59.95,60.99,59.46,60.38,60.59,-0.64,-1.0563,0.8818,2385320,143475571.08,18059834266.1,16216076572.3
1132,2020-11-23,sz300474,¾°¼ÎÎ¢,60.1,60.49,58.72,60.49,59.95,0.15,0.2502,0.8493,2297337,137341313.33,18105021507.8,16256650575.4
1133,2020-11-24,sz300474,¾°¼ÎÎ¢,60.61,62.4,60.01,60.09,60.1,0.51,0.8486,1.187,3210671,196314064.14,18258658129.6,16394602185.9
1134,2020-11-25,sz300474,¾°¼ÎÎ¢,60.27,61.78,59.85,60.62,60.61,-0.34,-0.561,0.9244,2500319,152082340.33,18156233715.1,16302634445.6
1135,2020-11-26,sz300474,¾°¼ÎÎ¢,59.36,61.03,59.22,60.2,60.27,-0.91,-1.5099,0.9044,2446262,146814292.31,17882097782.1,16056485493.4
1136,2020-11-27,sz300474,¾°¼ÎÎ¢,60.61,62.26,58.12,59.36,59.36,1.25,2.1058,1.4115,3818118,230905792.24,18258658129.6,16394602185.9
1137,2020-11-30,sz300474,¾°¼ÎÎ¢,61.66,62.55,59.81,60.6,60.61,1.05,1.7324,1.3403,3625498,222899130.96,18574968821.5,16678620207.6
1138,2020-12-01,sz300474,¾°¼ÎÎ¢,62.29,62.64,61.25,61.35,61.66,0.63,1.0217,1.245,3367713,209604966.1,18764755236.6,16849031020.7
1139,2020-12-02,sz300474,¾°¼ÎÎ¢,62.51,62.86,61.68,62.29,62.29,0.22,0.3532,1.3101,3543689,220845761.94,18831029857.8,16908539558.5
1140,2020-12-03,sz300474,¾°¼ÎÎ¢,61.49,62.65,61.3,62.48,62.51,-1.02,-1.6317,0.9817,2655548,163988032.77,18523756614.2,16632636337.5
1141,2020-12-04,sz300474,¾°¼ÎÎ¢,61.8,62.34,61.05,61.5,61.49,0.31,0.5041,0.8251,2231806,137719389.64,18617143580.4,16716489277.2
1142,2020-12-07,sz300474,¾°¼ÎÎ¢,63.13,65.14,62.1,62.1,61.8,1.33,2.1521,1.6283,4404522,280000983.16,19017803790.1,17076245438.0
1143,2020-12-08,sz300474,¾°¼ÎÎ¢,62.78,63.6,62.2,62.81,63.13,-0.35,-0.5544,0.8371,2264226,142403819.67,18912366892.8,16981572764.1
1144,2020-12-09,sz300474,¾°¼ÎÎ¢,61.73,63.93,61.39,62.15,62.78,-1.05,-1.6725,1.3559,3667556,230916031.61,18596056200.9,16697554742.4
1145,2020-12-10,sz300474,¾°¼ÎÎ¢,59.45,62.13,59.4,61.45,61.73,-2.28,-3.6935,1.3953,3774203,229426707.2,17909210127.1,16080829895.3
1146,2020-12-11,sz300474,¾°¼ÎÎ¢,61.74,62.79,58.65,59.35,59.45,2.29,3.852,2.7246,7369742,453458652.94,18599068683.7,16700259676.0
1147,2020-12-14,sz300474,¾°¼ÎÎ¢,63.31,64.1,61.75,62.23,61.74,1.57,2.5429,1.9771,5347874,337683736.65,19072028480.2,17124934241.7
1148,2020-12-15,sz300474,¾°¼ÎÎ¢,64.44,65.58,62.52,63.0,63.31,1.13,1.7849,2.013,5445005,351126545.26,19412439034.3,17430591731.8
1149,2020-12-16,sz300474,¾°¼ÎÎ¢,63.58,64.9,63.25,64.8,64.44,-0.86,-1.3346,1.3363,3614646,230910680.5,19153365515.2,17197967447.3
1150,2020-12-17,sz300474,¾°¼ÎÎ¢,63.66,64.2,61.69,63.03,63.58,0.08,0.1258,1.2398,3353505,211230798.94,19177465377.5,17219606915.6
1151,2020-12-18,sz300474,¾°¼ÎÎ¢,62.7,64.94,62.5,64.38,63.66,-0.96,-1.508,1.2366,3344963,211978897.83,18888267030.6,16959933295.8
1152,2020-12-21,sz300474,¾°¼ÎÎ¢,66.08,66.29,61.9,62.0,62.7,3.38,5.3907,2.4993,6760420,440243320.98,19906486210.2,17874200832.3
1153,2020-12-22,sz300474,¾°¼ÎÎ¢,63.0,65.6,62.61,65.21,66.08,-3.08,-4.661,2.0972,5672778,363418585.45,18978641514.0,17041081302.0
1154,2020-12-23,sz300474,¾°¼ÎÎ¢,64.31,64.33,60.58,63.13,63.0,1.31,2.0794,2.3438,6339836,395314892.42,19373276758.2,17395427595.7
1155,2020-12-24,sz300474,¾°¼ÎÎ¢,65.65,67.47,63.88,64.31,64.31,1.34,2.0837,2.7802,7520363,493920632.31,19776949450.7,17757888690.1
1156,2020-12-25,sz300474,¾°¼ÎÎ¢,67.22,68.36,65.06,65.42,65.65,1.57,2.3915,2.6824,7255836,488361219.26,20249909247.2,18182563255.9
1157,2020-12-28,sz300474,¾°¼ÎÎ¢,66.49,67.22,65.4,66.7,67.22,-0.73,-1.086,1.8456,4992350,330378727.05,20029998004.2,17985103107.5
1158,2020-12-29,sz300474,¾°¼ÎÎ¢,68.14,69.8,66.02,66.35,66.49,1.65,2.4816,2.3961,6481320,444062038.04,20527057662.9,18431417141.6
1159,2020-12-30,sz300474,¾°¼ÎÎ¢,69.52,69.58,66.9,67.7,68.14,1.38,2.0252,2.2919,6199531,425605990.33,20942780286.6,18804697970.1
1160,2020-12-31,sz300474,¾°¼ÎÎ¢,69.91,70.5,68.38,70.19,69.52,0.39,0.561,2.3531,6364997,441606793.84,21060267115.0,18910190378.1
1161,2021-01-04,sz300474,¾°¼ÎÎ¢,73.71,74.15,69.13,69.9,69.91,3.8,5.4356,3.1817,8606248,621537604.39,22205010571.4,19938065123.3
1162,2021-01-05,sz300474,¾°¼ÎÎ¢,73.89,74.88,71.56,73.5,73.71,0.18,0.2442,2.6517,7172664,526271497.4,22259235261.4,19986753927.1
1163,2021-01-06,sz300474,¾°¼ÎÎ¢,76.6,77.5,72.51,73.8,73.89,2.71,3.6676,3.2037,8665705,654961410.94,23075618094.8,20719790916.4
1164,2021-01-07,sz300474,¾°¼ÎÎ¢,80.13,82.21,75.61,76.56,76.6,3.53,4.6084,4.5007,12174150,971419435.55,24139024516.1,21674632456.0
1165,2021-01-08,sz300474,¾°¼ÎÎ¢,73.63,80.6,72.37,79.79,80.13,-6.5,-8.1118,4.6335,12533264,957126204.41,22180910709.1,19916425655.0
1166,2021-01-11,sz300474,¾°¼ÎÎ¢,73.52,77.5,72.0,74.0,73.63,-0.11,-0.1494,3.9544,10696324,798928848.22,22147773398.6,19886671386.1
1167,2021-01-12,sz300474,¾°¼ÎÎ¢,73.0,75.2,72.08,72.73,73.52,-0.52,-0.7073,2.7672,7485036,549552992.73,21991124294.0,19746014842.0
1168,2021-01-13,sz300474,¾°¼ÎÎ¢,70.83,73.55,70.12,73.1,73.0,-2.17,-2.9726,2.935,7938912,567699785.9,21337415530.7,19159044263.8
1169,2021-01-14,sz300474,¾°¼ÎÎ¢,69.29,72.08,68.64,70.99,70.83,-1.54,-2.1742,2.4468,6618532,464415847.47,20873493182.6,18742484498.7
1170,2021-01-15,sz300474,¾°¼ÎÎ¢,69.6,71.27,68.17,69.66,69.29,0.31,0.4474,1.8235,4932408,345108021.53,20966880148.8,18826337438.4
1171,2021-01-18,sz300474,¾°¼ÎÎ¢,73.0,73.5,69.01,70.0,69.6,3.4,4.8851,2.8744,7775126,560843951.1,21991124294.0,19746014842.0
1172,2021-01-19,sz300474,¾°¼ÎÎ¢,72.0,73.84,71.0,73.06,73.0,-1.0,-1.3699,2.1264,5751640,415737567.55,21689876016.0,19475521488.0
1173,2021-01-20,sz300474,¾°¼ÎÎ¢,72.88,74.5,71.52,71.9,72.0,0.88,1.2222,2.1149,5720541,418664409.27,21954974500.6,19713555639.5
1174,2021-01-21,sz300474,¾°¼ÎÎ¢,71.02,72.76,70.0,72.76,72.88,-1.86,-2.5521,2.3027,6228676,441768280.68,21394652703.6,19210438001.1
1175,2021-01-22,sz300474,¾°¼ÎÎ¢,67.22,71.22,66.07,70.8,71.02,-3.8,-5.3506,3.3978,9190928,625678344.84,20249909247.2,18182563255.9
1176,2021-01-25,sz300474,¾°¼ÎÎ¢,75.0,77.3,70.0,70.0,67.22,7.78,11.5739,5.5535,15021866,1104889191.72,22593620850.0,20287001550.0
1177,2021-01-26,sz300474,¾°¼ÎÎ¢,76.1,79.16,73.55,75.3,75.0,1.1,1.4667,4.3574,11786539,898205228.4,22924993955.8,20584544239.4
1178,2021-01-27,sz300474,¾°¼ÎÎ¢,79.08,81.18,73.14,75.45,76.1,2.98,3.9159,4.3313,11715814,909079543.71,23822713824.2,21390614434.3
1179,2021-01-28,sz300474,¾°¼ÎÎ¢,76.31,79.74,75.62,78.38,79.08,-2.77,-3.5028,2.5743,6963262,539424655.75,22988256094.2,20641347843.7
1180,2021-01-29,sz300474,¾°¼ÎÎ¢,73.31,77.54,72.3,77.1,76.31,-3.0,-3.9313,2.8105,7602088,562747012.58,22084511260.2,19829867781.7
1181,2021-02-01,sz300474,¾°¼ÎÎ¢,72.63,73.18,70.35,72.21,73.31,-0.68,-0.9276,1.8444,4989012,358800401.85,21879662431.1,19645932301.0
1182,2021-02-02,sz300474,¾°¼ÎÎ¢,73.27,74.2,71.22,72.81,72.63,0.64,0.8812,1.7273,4672107,341049081.68,22072461329.1,19819048047.6
1183,2021-02-03,sz300474,¾°¼ÎÎ¢,69.77,73.0,69.67,73.0,73.27,-3.5,-4.7769,2.073,5607326,397760210.12,21018092356.1,18872321308.6
1184,2021-02-04,sz300474,¾°¼ÎÎ¢,68.97,70.49,66.82,69.99,69.77,-0.8,-1.1466,1.8241,4933971,337281992.95,20777093733.7,18655926625.4
1185,2021-02-05,sz300474,¾°¼ÎÎ¢,70.0,71.44,68.3,69.32,68.97,1.03,1.4934,1.6241,4392950,307103794.26,21087379460.0,18934534780.0
1186,2021-02-08,sz300474,¾°¼ÎÎ¢,75.35,75.35,69.86,70.85,70.0,5.35,7.6429,2.2156,5993041,442626562.53,22699057747.3,20381674223.9
1187,2021-02-09,sz300474,¾°¼ÎÎ¢,75.56,76.8,74.18,74.8,75.35,0.21,0.2787,1.5793,4271837,320658817.99,22762319885.7,20438477828.2
1188,2021-02-10,sz300474,¾°¼ÎÎ¢,74.9,76.37,73.7,75.56,75.56,-0.66,-0.8735,1.5527,4199961,314864902.83,22563496022.2,20259952214.6
1189,2021-02-18,sz300474,¾°¼ÎÎ¢,75.68,78.5,75.0,75.31,74.9,0.78,1.0414,1.9547,5287219,403519241.14,22798469679.0,20470937030.7
1190,2021-02-19,sz300474,¾°¼ÎÎ¢,75.33,76.0,73.85,74.5,75.68,-0.35,-0.4625,1.5173,4104132,307138331.59,22693032781.7,20376264356.8
1191,2021-02-22,sz300474,¾°¼ÎÎ¢,76.52,78.39,74.47,74.51,75.33,1.19,1.5797,2.3682,6405954,492854831.52,23051518232.6,20698151448.1
1192,2021-02-23,sz300474,¾°¼ÎÎ¢,72.08,74.39,70.3,74.01,76.52,-4.44,-5.8024,2.517,6808196,489289452.78,21713975878.2,19497160956.3
1193,2021-02-24,sz300474,¾°¼ÎÎ¢,72.29,73.19,70.68,71.74,72.08,0.21,0.2913,1.4165,3831431,276158554.86,21777238016.6,19553964560.7
1194,2021-02-25,sz300474,¾°¼ÎÎ¢,71.38,73.22,69.67,72.35,72.29,-0.91,-1.2588,1.2139,3283493,233802474.74,21503102083.6,19307815608.5
1195,2021-02-26,sz300474,¾°¼ÎÎ¢,69.98,71.56,69.3,69.98,71.38,-1.4,-1.9613,1.3578,3672827,258033465.32,21081354494.4,18929124912.9
1196,2021-03-01,sz300474,¾°¼ÎÎ¢,73.5,73.5,70.0,70.0,69.98,3.52,5.03,1.6293,4407218,318578089.67,22141748433.0,19881261519.0
1197,2021-03-02,sz300474,¾°¼ÎÎ¢,79.08,79.35,74.1,74.1,73.5,5.58,7.5918,3.842,10392426,803148450.85,23822713824.2,21390614434.3
1198,2021-03-03,sz300474,¾°¼ÎÎ¢,78.8,79.33,77.55,79.0,79.08,-0.28,-0.3541,2.0391,5515715,432722027.26,23738364306.4,21314876295.2
1199,2021-03-04,sz300474,¾°¼ÎÎ¢,78.0,80.18,77.3,78.35,78.8,-0.8,-1.0152,2.1905,5925238,466158345.85,23497365684.0,21098481612.0
1200,2021-03-05,sz300474,¾°¼ÎÎ¢,79.57,81.4,76.68,77.8,78.0,1.57,2.0128,2.2755,6155077,486945888.86,23970325480.5,21523156177.8
1201,2021-03-08,sz300474,¾°¼ÎÎ¢,73.05,79.9,73.05,79.42,79.57,-6.52,-8.194,2.6965,7293958,555575401.07,22006186707.9,19759539509.7
1202,2021-03-09,sz300474,¾°¼ÎÎ¢,70.31,73.6,69.97,73.03,73.05,-2.74,-3.7509,2.0421,5523851,396108825.2,21180766426.2,19018387719.7
1203,2021-03-10,sz300474,¾°¼ÎÎ¢,69.39,72.5,68.53,71.88,70.31,-0.92,-1.3085,1.4973,4050136,283644196.02,20903618010.4,18769533834.1
1204,2021-03-11,sz300474,¾°¼ÎÎ¢,74.06,75.3,69.01,69.2,69.39,4.67,6.7301,2.0775,5619516,410323972.52,22310447468.7,20032737797.2
1205,2021-03-12,sz300474,¾°¼ÎÎ¢,76.22,77.8,74.5,77.74,74.06,2.16,2.9166,2.1937,5933916,449314600.3,22961143749.2,20617003441.9
1206,2021-03-15,sz300474,¾°¼ÎÎ¢,74.66,75.85,72.99,75.5,76.22,-1.56,-2.0467,1.4802,4003846,297259122.88,22491196435.5,20195033809.6
1207,2021-03-16,sz300474,¾°¼ÎÎ¢,70.93,76.76,69.99,74.59,74.66,-3.73,-4.996,2.3387,6326002,460699763.06,21367540358.5,19186093599.2
1208,2021-03-17,sz300474,¾°¼ÎÎ¢,77.42,77.45,70.17,70.93,70.93,6.49,9.1499,2.9742,8045048,606928909.36,23322641682.8,20941595466.7
1209,2021-03-18,sz300474,¾°¼ÎÎ¢,76.09,77.67,75.7,76.99,77.42,-1.33,-1.7179,1.6813,4547891,348280224.18,22921981473.0,20581839305.9
1210,2021-03-19,sz300474,¾°¼ÎÎ¢,76.98,77.88,74.5,76.0,76.09,0.89,1.1697,1.9797,5355047,408872601.07,23190092440.4,20822578390.9
1211,2021-03-22,sz300474,¾°¼ÎÎ¢,77.08,79.49,75.0,76.45,76.98,0.1,0.1299,1.7967,4860067,374456282.9,23220217268.2,20849627726.3
1212,2021-03-23,sz300474,¾°¼ÎÎ¢,78.3,80.4,77.09,77.39,77.08,1.22,1.5828,2.2446,6071601,476662375.6,23587740167.4,21179629618.2
1213,2021-03-24,sz300474,¾°¼ÎÎ¢,78.62,78.8,75.31,76.46,78.3,0.32,0.4087,1.7027,4605683,356841052.19,23684139616.4,21266187491.5
1214,2021-03-25,sz300474,¾°¼ÎÎ¢,75.66,81.9,75.51,77.72,78.62,-2.96,-3.7649,2.5293,6841468,537028997.55,22792444713.5,20465527163.6
1215,2021-03-26,sz300474,¾°¼ÎÎ¢,82.5,82.52,73.76,73.93,75.66,6.84,9.0404,3.8723,10474336,835891045.62,24852982935.0,22315701705.0
1216,2021-03-29,sz300474,¾°¼ÎÎ¢,82.14,83.5,81.2,82.6,82.5,-0.36,-0.4364,2.1018,5685247,467181671.31,24744533554.9,22218324097.6
1217,2021-03-30,sz300474,¾°¼ÎÎ¢,81.47,84.5,79.99,81.45,82.14,-0.67,-0.8157,2.4018,6496810,530257884.22,24542697208.7,22037093550.4
1218,2021-03-31,sz300474,¾°¼ÎÎ¢,78.8,81.43,77.15,81.42,81.47,-2.67,-3.2773,2.1074,5700496,449453732.28,23738364306.4,21314876295.2
1219,2021-04-01,sz300474,¾°¼ÎÎ¢,81.57,82.85,77.83,78.11,78.8,2.77,3.5152,2.3377,6323384,512486388.14,24572822036.5,22064142885.8
1220,2021-04-02,sz300474,¾°¼ÎÎ¢,85.39,86.99,81.0,81.7,81.57,3.82,4.6831,3.179,8598857,726980383.74,25723590458.4,23097427498.1
1221,2021-04-06,sz300474,¾°¼ÎÎ¢,84.1,85.66,83.01,85.48,85.39,-1.29,-1.5107,2.0132,5445500,457092784.02,25334980179.8,22748491071.4
1222,2021-04-07,sz300474,¾°¼ÎÎ¢,84.48,84.96,82.32,84.1,84.1,0.38,0.4518,1.6509,4465616,373348232.27,25449454525.4,22851278545.9
1223,2021-04-08,sz300474,¾°¼ÎÎ¢,82.34,84.05,81.95,84.05,84.48,-2.14,-2.5331,1.522,4116780,340353793.41,24804783210.5,22272422768.4
1224,2021-04-09,sz300474,¾°¼ÎÎ¢,83.1,83.98,81.0,82.67,82.34,0.76,0.923,1.4463,3912136,324348395.16,25033731901.8,22477997717.4
1225,2021-04-12,sz300474,¾°¼ÎÎ¢,76.48,82.96,76.2,82.34,83.1,-6.62,-7.9663,2.9425,7959137,626512736.14,23039468301.4,20687331713.9
1226,2021-04-13,sz300474,¾°¼ÎÎ¢,77.1,77.99,75.6,76.01,76.48,0.62,0.8107,1.4189,3838147,294681199.58,23226242233.8,20855037593.4
1227,2021-04-14,sz300474,¾°¼ÎÎ¢,77.26,78.78,76.6,77.0,77.1,0.16,0.2075,1.1265,3047174,236447051.21,23274441958.3,20898316530.0
1228,2021-04-15,sz300474,¾°¼ÎÎ¢,77.19,77.4,75.66,76.8,77.26,-0.07,-0.0906,1.019,2756446,210419829.93,23253354578.8,20879381995.3
1229,2021-04-16,sz300474,¾°¼ÎÎ¢,77.18,78.16,76.05,76.53,77.19,-0.01,-0.013,0.9873,2670460,206160693.24,23250342096.0,20876677061.7
1230,2021-04-19,sz300474,¾°¼ÎÎ¢,78.69,78.95,73.76,76.51,77.18,1.51,1.9565,1.6825,4551170,350986915.58,23705226995.8,21285122026.3
1231,2021-04-20,sz300474,¾°¼ÎÎ¢,76.22,78.49,76.1,78.06,78.69,-2.47,-3.1389,1.4643,3960808,305474923.11,22961143749.2,20617003441.9
1232,2021-04-21,sz300474,¾°¼ÎÎ¢,75.77,77.04,74.58,76.11,76.22,-0.45,-0.5904,1.189,3216157,244076723.08,22825582024.1,20495281432.6
1233,2021-04-22,sz300474,¾°¼ÎÎ¢,75.28,77.27,74.77,75.97,75.77,-0.49,-0.6467,1.4024,3793297,287835698.58,22677970367.8,20362739689.1
1234,2021-04-23,sz300474,¾°¼ÎÎ¢,75.89,75.99,74.0,75.0,75.28,0.61,0.8103,1.5359,4154377,311620021.12,22861731817.4,20527740635.1
1235,2021-04-26,sz300474,¾°¼ÎÎ¢,75.78,77.86,75.46,76.35,75.89,-0.11,-0.1449,1.558,4214405,322944174.87,22828594506.8,20497986366.1
1236,2021-04-27,sz300474,¾°¼ÎÎ¢,74.73,75.8,72.83,75.3,75.78,-1.05,-1.3856,1.4971,4049455,300629313.56,22512283814.9,20213968344.4
1237,2021-04-28,sz300474,¾°¼ÎÎ¢,74.01,75.69,73.75,75.0,74.73,-0.72,-0.9635,1.3396,3623424,269056328.01,22295385054.8,20019213129.5
1238,2021-04-29,sz300474,¾°¼ÎÎ¢,73.32,76.18,73.31,74.62,74.01,-0.69,-0.9323,1.5823,4280084,319265303.22,22087523743.0,19832572715.3
1239,2021-04-30,sz300474,¾°¼ÎÎ¢,72.9,74.18,71.81,72.75,73.32,-0.42,-0.5728,1.1675,3157947,231133360.9,21960999466.2,19718965506.6
1240,2021-05-06,sz300474,¾°¼ÎÎ¢,71.9,73.28,70.38,72.8,72.9,-1.0,-1.3717,1.3137,3553602,255354084.56,21659751188.2,19448472152.6
1241,2021-05-07,sz300474,¾°¼ÎÎ¢,72.63,73.97,72.41,73.0,71.9,0.73,1.0153,1.2027,3253291,238309230.89,21879662431.1,19645932301.0
1242,2021-05-10,sz300474,¾°¼ÎÎ¢,72.17,73.75,71.36,72.04,72.63,-0.46,-0.6333,1.0474,2833076,205688436.65,21741088223.3,19521505358.2
1243,2021-05-11,sz300474,¾°¼ÎÎ¢,74.23,74.91,71.6,71.7,72.17,2.06,2.8544,1.0385,2808963,206550475.44,22361659675.9,20078721667.4
1244,2021-05-12,sz300474,¾°¼ÎÎ¢,74.72,74.98,73.8,74.23,74.23,0.49,0.6601,0.8687,2349702,174890567.97,22509271332.2,20211263410.9
1245,2021-05-13,sz300474,¾°¼ÎÎ¢,72.98,74.8,72.66,73.56,74.72,-1.74,-2.3287,0.8154,2205494,162340349.58,21985099328.4,19740604974.9
1246,2021-05-14,sz300474,¾°¼ÎÎ¢,74.5,74.73,71.98,73.88,72.98,1.52,2.0828,0.9964,2695090,198159165.13,22442996711.0,20151754873.0
1247,2021-05-17,sz300474,¾°¼ÎÎ¢,75.15,76.87,74.19,74.19,74.5,0.65,0.8725,1.2264,3317375,251295133.0,22638808091.7,20327575553.1
1248,2021-05-18,sz300474,¾°¼ÎÎ¢,75.28,76.28,74.32,75.35,75.15,0.13,0.173,0.8645,2338527,176409263.57,22677970367.8,20362739689.1
1249,2021-05-19,sz300474,¾°¼ÎÎ¢,75.4,76.38,74.58,74.97,75.28,0.12,0.1594,0.8945,2419684,182882121.6,22714120161.2,20395198891.6
1250,2021-05-20,sz300474,¾°¼ÎÎ¢,76.06,76.5,74.89,75.0,75.4,0.66,0.8753,1.1117,3007041,228136540.21,22912944024.7,20573724505.2
1251,2021-05-21,sz300474,¾°¼ÎÎ¢,74.12,76.47,73.03,76.06,76.06,-1.94,-2.5506,1.2789,3459363,257334833.29,22328522365.4,20048967398.5
1252,2021-05-24,sz300474,¾°¼ÎÎ¢,77.78,78.18,73.21,73.69,74.12,3.66,4.9379,1.8459,4993132,380186170.25,23431091062.8,21038973074.1
