,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
342,2017-12-25,sz300529,健帆生物,31.97,32.51,31.79,32.31,32.38,-0.41,-1.2662,0.6799,718856,22987401.3,13318829880.0,3380419882.5
343,2017-12-26,sz300529,健帆生物,32.53,33.05,31.99,32.7,31.97,0.56,1.7516,1.1903,1258621,40786867.72,13552128120.0,3439632742.5
344,2017-12-27,sz300529,健帆生物,31.61,32.43,31.6,32.2,32.53,-0.92,-2.8282,0.7686,812700,25948284.0,13168852440.0,3342354472.5
345,2017-12-28,sz300529,健帆生物,31.67,32.06,31.6,31.75,31.61,0.06,0.1898,0.4106,434177,13806644.19,13193848680.0,3348698707.5
346,2017-12-29,sz300529,健帆生物,31.88,32.13,31.73,32.13,31.67,0.21,0.6631,0.366,387000,12333725.0,13281335520.0,3370903530.0
347,2018-01-02,sz300529,健帆生物,31.88,32.18,31.6,32.12,31.88,0.0,0.0,0.5287,558988,17737101.81,13281335520.0,3370903530.0
348,2018-01-03,sz300529,健帆生物,32.45,32.5,31.8,31.95,31.88,0.57,1.788,0.8829,933585,30020705.9,13518799800.0,3431173762.5
349,2018-01-04,sz300529,健帆生物,32.45,32.72,32.08,32.45,32.45,0.0,0.0,0.5937,627800,20359922.0,13518799800.0,3431173762.5
350,2018-01-05,sz300529,健帆生物,31.95,32.62,31.95,32.45,32.45,-0.5,-1.5408,0.9023,954100,30693581.56,13310497800.0,3378305137.5
351,2018-01-08,sz300529,健帆生物,30.79,32.3,30.57,31.93,31.95,-1.16,-3.6307,2.3745,2510693,77719231.8,12827237160.0,3255649927.5
352,2018-01-09,sz300529,健帆生物,30.03,30.79,29.9,30.79,30.79,-0.76,-2.4683,3.7121,3925062,118278708.42,12510618120.0,3175289617.5
353,2018-01-10,sz300529,健帆生物,29.8,30.42,29.68,30.1,30.03,-0.23,-0.7659,1.2816,1355100,40731166.0,12414799200.0,3150970050.0
354,2018-01-11,sz300529,健帆生物,30.08,30.2,29.48,29.71,29.8,0.28,0.9396,0.6204,655963,19686392.23,12531448320.0,3180576480.0
355,2018-01-12,sz300529,健帆生物,29.7,30.44,29.51,30.08,30.08,-0.38,-1.2633,0.8295,877040,26155856.4,12373138800.0,3140396325.0
356,2018-01-15,sz300529,健帆生物,28.6,29.69,28.52,29.69,29.7,-1.1,-3.7037,1.4387,1521214,43871319.46,11914874400.0,3024085350.0
357,2018-01-16,sz300529,健帆生物,28.7,29.0,28.3,28.63,28.6,0.1,0.3497,0.7852,830200,23804941.32,11956018200.0,3034659075.0
358,2018-01-17,sz300529,健帆生物,29.32,29.35,28.35,28.57,28.7,0.62,2.1603,0.8413,889593,25676814.57,12214301520.0,3100216170.0
359,2018-01-18,sz300529,健帆生物,29.66,30.65,28.85,29.19,29.32,0.34,1.1596,1.3362,1412898,42385508.77,12355940760.0,3136166835.0
360,2018-01-19,sz300529,健帆生物,29.73,30.16,29.63,29.66,29.66,0.07,0.236,0.64,676700,20265250.0,12385101780.0,3143568442.5
361,2018-01-22,sz300529,健帆生物,29.19,29.77,28.6,29.62,29.73,-0.54,-1.8163,1.63,1723534,50122663.98,12160145340.0,3086470327.5
362,2018-01-23,sz300529,健帆生物,28.6,29.4,28.38,29.36,29.19,-0.59,-2.0212,1.7724,1874100,53816767.0,11942959600.0,3024085350.0
363,2018-01-24,sz300529,健帆生物,30.61,30.62,28.5,28.5,28.6,2.01,7.028,2.447,2587424,77072885.91,12782307460.0,3236617222.5
364,2018-01-25,sz300529,健帆生物,29.91,30.92,29.88,30.61,30.61,-0.7,-2.2868,1.3797,1458806,44363340.08,12489997260.0,3162601147.5
365,2018-01-26,sz300529,健帆生物,30.0,30.34,29.8,29.8,29.91,0.09,0.3009,0.6666,704886,21248122.26,12527580000.0,3172117500.0
366,2018-01-29,sz300529,健帆生物,29.3,30.1,29.2,30.1,30.0,-0.7,-2.3333,0.8929,944100,27893581.17,12235269800.0,3098101425.0
367,2018-01-30,sz300529,健帆生物,28.96,29.47,28.71,29.18,29.3,-0.34,-1.1604,0.7234,764898,22148430.4,12093290560.0,3062150760.0
368,2018-01-31,sz300529,健帆生物,28.18,29.12,28.02,29.0,28.96,-0.78,-2.6934,0.9314,984824,28007049.4,11767573480.0,2979675705.0
369,2018-02-01,sz300529,健帆生物,27.6,28.48,27.52,28.18,28.18,-0.58,-2.0582,0.7934,838940,23403287.84,11525373600.0,2918348100.0
370,2018-02-02,sz300529,健帆生物,27.68,28.11,27.18,27.6,27.6,0.08,0.2899,1.033,1092305,30209763.74,11558780480.0,2926807080.0
371,2018-02-05,sz300529,健帆生物,27.69,27.93,27.18,27.18,27.68,0.01,0.0361,0.7201,761368,21111248.0,11562956340.0,2927864452.5
372,2018-02-06,sz300529,健帆生物,27.5,27.6,26.26,27.6,27.69,-0.19,-0.6862,1.3332,1409720,37839517.0,11483615000.0,2907774375.0
373,2018-02-07,sz300529,健帆生物,27.63,27.99,27.12,27.12,27.5,0.13,0.4727,0.9566,1011468,27830031.16,11537901180.0,2921520217.5
374,2018-02-08,sz300529,健帆生物,27.86,27.99,27.35,27.51,27.63,0.23,0.8324,0.3777,399421,11100676.01,11633945960.0,2945839785.0
375,2018-02-09,sz300529,健帆生物,26.94,27.61,26.56,27.61,27.86,-0.92,-3.3022,0.6906,730249,19737724.06,11249766840.0,2848561515.0
376,2018-02-12,sz300529,健帆生物,27.29,27.41,26.76,27.02,26.94,0.35,1.2992,0.8676,917394,24838235.84,11395921940.0,2885569552.5
377,2018-02-13,sz300529,健帆生物,27.67,27.95,27.12,27.25,27.29,0.38,1.3925,0.7876,832800,22916621.0,11554604620.0,2925749707.5
378,2018-02-14,sz300529,健帆生物,27.84,27.95,27.52,27.52,27.67,0.17,0.6144,0.3571,377540,10509459.2,11625594240.0,2943725040.0
379,2018-02-22,sz300529,健帆生物,27.97,28.19,27.7,27.98,27.84,0.13,0.467,0.7461,788867,22004607.73,11679880420.0,2957470882.5
380,2018-02-23,sz300529,健帆生物,27.95,28.29,27.65,27.82,27.97,-0.02,-0.0715,0.7664,810359,22723343.05,11671528700.0,2955356137.5
381,2018-02-26,sz300529,健帆生物,28.77,28.77,27.81,28.19,27.95,0.82,2.9338,1.3078,1382852,39376726.72,12013949220.0,3042060682.5
382,2018-02-27,sz300529,健帆生物,28.6,29.49,28.55,28.91,28.77,-0.17,-0.5909,1.9159,2025836,58847532.72,11942959600.0,3024085350.0
383,2018-02-28,sz300529,健帆生物,28.96,29.15,28.12,28.12,28.6,0.36,1.2587,1.1272,1191859,34359630.91,12093290560.0,3062150760.0
384,2018-03-01,sz300529,健帆生物,29.79,29.87,28.85,28.9,28.96,0.83,2.866,1.5982,1689891,49559986.0,12439886940.0,3149912677.5
385,2018-03-02,sz300529,健帆生物,30.36,30.68,29.56,29.7,29.79,0.57,1.9134,2.325,2458400,74538188.05,12677910960.0,3210182910.0
386,2018-03-05,sz300529,健帆生物,30.62,30.65,30.06,30.15,30.36,0.26,0.8564,0.8799,930387,28277270.11,12786483320.0,3237674595.0
387,2018-03-06,sz300529,健帆生物,30.46,30.88,30.4,30.88,30.62,-0.16,-0.5225,0.6826,721800,22071756.0,12719669560.0,3220756635.0
388,2018-03-07,sz300529,健帆生物,29.8,30.5,29.71,30.5,30.46,-0.66,-2.1668,1.0659,1127075,33950380.75,12444062800.0,3150970050.0
389,2018-03-08,sz300529,健帆生物,31.5,31.7,29.84,29.84,29.8,1.7,5.7047,2.9212,3088800,96295988.0,13153959000.0,3330723375.0
390,2018-03-09,sz300529,健帆生物,31.84,32.0,31.19,31.46,31.5,0.34,1.0794,1.895,2003707,63488900.65,13295938240.0,3366674040.0
391,2018-03-12,sz300529,健帆生物,33.2,34.08,31.96,31.96,31.84,1.36,4.2714,3.625,3832997,127351018.48,13863855200.0,3510476700.0
392,2018-03-13,sz300529,健帆生物,33.22,34.13,33.09,33.36,33.2,0.02,0.0602,2.2226,2350099,78767174.78,13872206920.0,3512591445.0
393,2018-03-14,sz300529,健帆生物,33.5,33.98,33.03,33.14,33.22,0.28,0.8429,1.8846,1992700,66842330.37,13989131000.0,3542197875.0
394,2018-03-15,sz300529,健帆生物,33.39,33.67,32.08,33.08,33.5,-0.11,-0.3284,2.062,2180264,72083195.82,13943196540.0,3530566777.5
395,2018-03-16,sz300529,健帆生物,33.37,33.97,33.05,33.06,33.39,-0.02,-0.0599,1.4846,1569819,52807066.91,13934844820.0,3528452032.5
396,2018-03-19,sz300529,健帆生物,34.14,34.43,33.1,33.46,33.37,0.77,2.3075,2.216,2343116,79883453.55,14256386040.0,3609869715.0
397,2018-03-20,sz300529,健帆生物,35.2,35.48,33.69,33.98,34.14,1.06,3.1049,3.2318,3417213,118524994.18,14699027200.0,3721951200.0
398,2018-03-21,sz300529,健帆生物,33.9,35.42,33.73,35.0,35.2,-1.3,-3.6932,2.0579,2175968,75871506.09,14156165400.0,3584492775.0
399,2018-03-22,sz300529,健帆生物,33.8,34.75,33.6,33.88,33.9,-0.1,-0.295,2.4776,2619702,89796430.4,14114406800.0,3573919050.0
400,2018-03-23,sz300529,健帆生物,33.88,35.28,32.3,33.0,33.8,0.08,0.2367,4.434,4688429,161349744.77,14147813680.0,3582378030.0
401,2018-03-26,sz300529,健帆生物,35.7,36.15,33.01,33.01,33.88,1.82,5.3719,3.9912,4220232,149172271.84,14907820200.0,3774819825.0
402,2018-03-27,sz300529,健帆生物,37.0,38.25,36.29,36.29,35.7,1.3,3.6415,5.6697,5994982,224192917.7,15450682000.0,3912278250.0
403,2018-03-28,sz300529,健帆生物,36.96,38.53,36.51,36.99,37.0,-0.04,-0.1081,4.5833,4846257,181184699.53,15433978560.0,3908048760.0
404,2018-03-29,sz300529,健帆生物,36.85,37.5,36.13,37.0,36.96,-0.11,-0.2976,2.5864,2734836,100898439.52,15388044100.0,3896417662.5
405,2018-03-30,sz300529,健帆生物,38.7,38.7,37.27,37.46,36.85,1.85,5.0204,3.2388,3424573,130596231.76,16160578200.0,4092031575.0
406,2018-04-02,sz300529,健帆生物,38.53,39.55,38.43,38.96,38.7,-0.17,-0.4393,3.9244,4149514,161932931.62,16089588580.0,4074056242.5
407,2018-04-03,sz300529,健帆生物,38.9,39.55,37.28,37.7,38.53,0.37,0.9603,2.9928,3164464,122773793.23,16244095400.0,4113179025.0
408,2018-04-04,sz300529,健帆生物,39.78,40.5,38.88,38.88,38.9,0.88,2.2622,2.5148,2659101,106166814.68,16611571080.0,4206227805.0
409,2018-04-09,sz300529,健帆生物,39.0,40.15,38.0,39.85,39.78,-0.78,-1.9608,2.9185,3085917,120706266.8,16285854000.0,4123752750.0
410,2018-04-10,sz300529,健帆生物,42.9,42.9,39.6,39.66,39.0,3.9,10.0,6.8577,7251182,301620521.03,17914439400.0,4536128025.0
411,2018-04-11,sz300529,健帆生物,41.72,43.4,41.08,43.4,42.9,-1.18,-2.7506,4.0387,4270393,181649698.76,17421687920.0,4411358070.0
412,2018-04-12,sz300529,健帆生物,42.07,42.44,41.42,41.42,41.72,0.35,0.8389,2.5692,2716648,114263357.07,17567843020.0,4448366107.5
413,2018-04-13,sz300529,健帆生物,40.0,43.39,39.89,41.8,42.07,-2.07,-4.9204,3.8049,4023154,167643229.67,16703440000.0,4229490000.0
414,2018-04-16,sz300529,健帆生物,43.09,44.0,40.51,40.8,40.0,3.09,7.725,5.6282,5951072,254511151.21,17993780740.0,4556218102.5
415,2018-04-17,sz300529,健帆生物,41.6,43.96,40.98,43.77,43.09,-1.49,-3.4579,3.9496,4176170,176579494.26,17371577600.0,4398669600.0
416,2018-04-18,sz300529,健帆生物,41.49,42.43,39.98,42.43,41.6,-0.11,-0.2644,3.1256,3304951,136266662.99,17325643140.0,4387038502.5
417,2018-04-19,sz300529,健帆生物,42.25,42.88,41.61,42.6,41.49,0.76,1.8318,2.0678,2186437,92460150.58,17643008500.0,4467398812.5
418,2018-04-20,sz300529,健帆生物,42.31,43.4,40.36,42.01,42.25,0.06,0.142,2.5035,2647149,112174726.6,17668063660.0,4473743047.5
419,2018-04-23,sz300529,健帆生物,41.0,42.55,39.9,41.69,42.31,-1.31,-3.0962,2.0734,2192308,90041808.26,17121026000.0,4335227250.0
420,2018-04-24,sz300529,健帆生物,42.82,42.9,40.3,40.51,41.0,1.82,4.439,2.0253,2141449,90554050.23,17881032520.0,4527669045.0
421,2018-04-25,sz300529,健帆生物,45.6,45.73,42.38,42.55,42.82,2.78,6.4923,3.4355,3674781,163738286.83,19041921600.0,4877662824.0
422,2018-04-26,sz300529,健帆生物,45.0,47.5,44.8,45.1,45.6,-0.6,-1.3158,2.7275,2917497,133871271.19,18791370000.0,4813483050.0
423,2018-04-27,sz300529,健帆生物,45.19,46.3,44.06,45.23,45.0,0.19,0.4222,1.5969,1708125,77256090.62,18870711340.0,4833806645.1
424,2018-05-02,sz300529,健帆生物,47.15,47.28,43.77,45.0,45.19,1.96,4.3372,2.7687,2961540,137404515.74,19689179900.0,5043460573.5
425,2018-05-03,sz300529,健帆生物,46.7,47.47,46.03,46.69,47.15,-0.45,-0.9544,1.2847,1374193,64233543.71,19501266200.0,4995325743.0
426,2018-05-04,sz300529,健帆生物,48.9,49.29,46.3,46.3,46.7,2.2,4.7109,2.3008,2461079,118895819.58,20419955400.0,5230651581.0
427,2018-05-07,sz300529,健帆生物,49.8,50.45,48.13,48.89,48.9,0.9,1.8405,2.5669,2745684,136425871.43,20795782800.0,5326921242.0
428,2018-05-08,sz300529,健帆生物,47.7,49.95,47.0,49.44,49.8,-2.1,-4.2169,3.4866,3729502,178075183.41,19918852200.0,5102292033.0
429,2018-05-09,sz300529,健帆生物,47.4,47.8,45.9,47.75,47.7,-0.3,-0.6289,3.0832,3297937,153789787.1,19793576400.0,5070202146.0
430,2018-05-10,sz300529,健帆生物,47.5,47.69,46.22,46.98,47.4,0.1,0.211,1.8949,2026933,95320394.42,19835335000.0,5080898775.0
431,2018-05-11,sz300529,健帆生物,45.21,47.98,44.65,47.6,47.5,-2.29,-4.8211,3.904,4175948,191293541.45,18879063060.0,4835945970.9
432,2018-05-14,sz300529,健帆生物,44.93,45.78,43.7,44.51,45.21,-0.28,-0.6193,2.5669,2745728,122435083.52,18762138980.0,4805995409.7
433,2018-05-15,sz300529,健帆生物,45.3,46.18,44.71,44.93,44.93,0.37,0.8235,2.6026,2783957,126500308.73,18916645800.0,4845572937.0
434,2018-05-16,sz300529,健帆生物,44.64,46.53,44.51,44.8,45.3,-0.66,-1.457,2.6988,2886761,131540247.08,18641039040.0,4774975185.6
435,2018-05-17,sz300529,健帆生物,44.66,46.06,43.17,44.64,44.64,0.02,0.0448,3.2678,3495401,156275937.12,18649390760.0,4777114511.4
436,2018-05-18,sz300529,健帆生物,44.86,45.78,43.88,44.66,44.66,0.2,0.4478,1.9323,2066900,92669275.55,18732907960.0,4798507769.4
437,2018-05-21,sz300529,健帆生物,44.6,45.39,44.27,45.04,44.86,-0.26,-0.5796,1.5575,1666021,74499105.7,18624335600.0,4770696534.0
438,2018-05-22,sz300529,健帆生物,46.82,46.82,44.2,44.59,44.6,2.22,4.9776,3.0321,3243300,147145976.0,19551376520.0,5008161697.8
439,2018-05-23,sz300529,健帆生物,46.21,47.41,46.08,46.5,46.82,-0.61,-1.3029,2.3513,2515109,116890915.87,19296649060.0,4942912260.9
440,2018-05-24,sz300529,健帆生物,44.86,46.25,44.75,45.96,46.21,-1.35,-2.9214,1.8805,2011495,91125908.41,18732907960.0,4798507769.4
441,2018-05-25,sz300529,健帆生物,44.6,45.33,44.1,44.82,44.86,-0.26,-0.5796,1.7236,1843670,82472267.84,18624335600.0,4770696534.0
442,2018-05-28,sz300529,健帆生物,43.45,44.87,42.04,44.49,44.6,-1.15,-2.5785,2.4713,2643425,114733593.25,18144111700.0,4647685300.5
443,2018-05-29,sz300529,健帆生物,43.4,45.3,42.3,43.1,43.45,-0.05,-0.1151,3.1564,3376237,149708860.89,18123232400.0,4642336986.0
444,2018-05-30,sz300529,健帆生物,42.04,43.98,42.0,43.04,43.4,-1.36,-3.1336,2.1708,2321980,100126881.09,17555315440.0,4496862831.6
445,2018-05-31,sz300529,健帆生物,43.8,44.46,42.56,42.86,42.04,1.76,4.1865,2.3316,2494038,108811300.42,18290266800.0,4685123502.0
446,2018-06-01,sz300529,健帆生物,42.63,45.37,42.02,43.9,43.8,-1.17,-2.6712,2.5953,2776105,121353740.7,17801691180.0,4559972942.7
447,2018-06-04,sz300529,健帆生物,42.95,43.68,42.02,43.34,42.63,0.32,0.7506,0.7985,854100,36592181.0,17935318700.0,4594202155.5
448,2018-06-05,sz300529,健帆生物,45.45,45.5,42.58,42.58,42.95,2.5,5.8207,2.4214,2590047,115919895.36,18979283700.0,4861617880.5
449,2018-06-06,sz300529,健帆生物,45.3,45.77,44.84,45.59,45.45,-0.15,-0.33,1.9127,2045949,92688559.19,18916645800.0,4845572937.0
450,2018-06-07,sz300529,健帆生物,45.0,46.1,44.64,45.53,45.3,-0.3,-0.6623,1.4362,1536234,69642783.61,18791370000.0,4813483050.0
451,2018-06-08,sz300529,健帆生物,43.98,44.88,43.14,44.88,44.65,-0.67,-1.5006,1.2823,1371623,60220060.54,18365432280.0,4704377434.2
452,2018-06-11,sz300529,健帆生物,42.5,44.48,41.8,43.52,43.98,-1.48,-3.3652,1.7543,1876516,80379620.83,17747405000.0,4546067325.0
453,2018-06-12,sz300529,健帆生物,43.2,43.36,41.06,42.47,42.5,0.7,1.6471,1.6314,1745081,73629761.52,18039715200.0,4620943728.0
454,2018-06-13,sz300529,健帆生物,41.76,43.0,41.51,42.99,43.2,-1.44,-3.3333,1.0585,1132273,47965627.59,17438391360.0,4466912270.4
455,2018-06-14,sz300529,健帆生物,41.45,42.77,41.21,41.7,41.76,-0.31,-0.7423,1.0244,1095788,45980656.64,17308939700.0,4433752720.5
456,2018-06-15,sz300529,健帆生物,42.2,42.75,41.0,41.59,41.45,0.75,1.8094,1.5024,1607014,67565686.9,17622129200.0,4513977438.0
457,2018-06-19,sz300529,健帆生物,38.0,41.87,38.0,41.87,42.2,-4.2,-9.9526,2.1234,2271334,91668253.08,15868268000.0,4064719020.0
458,2018-06-20,sz300529,健帆生物,40.0,40.74,38.0,38.0,38.0,2.0,5.2632,3.4382,3677737,145602298.37,16703440000.0,4278651600.0
459,2018-06-21,sz300529,健帆生物,40.49,41.89,39.67,40.75,40.0,0.49,1.225,2.1411,2290236,93464892.48,16908057140.0,4331065082.1
460,2018-06-22,sz300529,健帆生物,41.34,41.47,39.58,39.58,40.49,0.85,2.0993,1.3608,1455583,59675664.2,17263005240.0,4421986428.6
461,2018-06-25,sz300529,健帆生物,41.88,42.66,41.11,41.85,41.34,0.54,1.3062,1.42,1518899,63927055.62,17488501680.0,4479748225.2
462,2018-06-26,sz300529,健帆生物,42.86,42.95,41.12,41.86,41.88,0.98,2.34,1.5795,1689552,71243305.06,17897735960.0,4584575189.4
463,2018-06-27,sz300529,健帆生物,41.3,43.29,40.86,43.29,42.86,-1.56,-3.6398,1.5149,1620443,67695659.61,17246301800.0,4417707777.0
464,2018-06-28,sz300529,健帆生物,40.19,41.82,40.0,41.05,41.3,-1.11,-2.6877,1.0901,1166074,47535891.37,16782781340.0,4298975195.1
465,2018-06-29,sz300529,健帆生物,42.89,43.06,40.36,40.54,40.19,2.7,6.7181,2.1966,2349623,99051605.8,17910263540.0,4587784178.1
466,2018-07-02,sz300529,健帆生物,45.52,47.18,43.52,43.52,42.89,2.63,6.132,3.9451,4219903,194424397.64,19008514720.0,4869105520.8
467,2018-07-03,sz300529,健帆生物,46.52,46.91,44.18,45.98,45.52,1.0,2.1968,3.3053,3535521,162454933.33,19426100720.0,4976071810.8
468,2018-07-04,sz300529,健帆生物,46.54,46.95,45.51,46.4,46.52,0.02,0.043,1.6016,1713149,79478423.87,19434452440.0,4978211136.6
469,2018-07-05,sz300529,健帆生物,44.18,46.79,43.66,46.5,46.54,-2.36,-5.0709,2.5449,2722232,121838565.49,18448949480.0,4725770692.2
470,2018-07-06,sz300529,健帆生物,43.9,45.46,42.95,44.2,44.18,-0.28,-0.6338,1.7423,1863629,82769081.75,18332025400.0,4695820131.0
471,2018-07-09,sz300529,健帆生物,47.05,47.39,43.92,43.92,43.9,3.15,7.1754,2.4686,2640565,122147341.21,19647421300.0,5032763944.5
472,2018-07-10,sz300529,健帆生物,47.5,48.32,46.66,48.1,47.05,0.45,0.9564,2.0823,2227367,105668472.76,19835335000.0,5080898775.0
473,2018-07-11,sz300529,健帆生物,47.97,48.2,46.42,46.62,47.5,0.47,0.9895,1.9286,2062934,97961968.17,20031600420.0,5131172931.3
474,2018-07-12,sz300529,健帆生物,49.7,50.62,47.6,47.7,47.97,1.73,3.6064,3.3954,3631967,181246274.32,20754024200.0,5316224613.0
475,2018-07-13,sz300529,健帆生物,50.2,51.58,49.18,49.25,49.7,0.5,1.006,2.4555,2626505,132534303.09,20962817200.0,5369707758.0
476,2018-07-16,sz300529,健帆生物,50.21,50.86,49.19,50.13,50.2,0.01,0.0199,1.6657,1781708,88867689.31,20966993060.0,5370777420.9
477,2018-07-17,sz300529,健帆生物,49.3,50.48,48.61,50.1,50.21,-0.91,-1.8124,1.0528,1126179,55297390.56,20586989800.0,5273438097.0
478,2018-07-18,sz300529,健帆生物,48.8,50.22,48.47,49.15,49.3,-0.5,-1.0142,1.4495,1550494,76386042.18,20378196800.0,5219954952.0
479,2018-07-19,sz300529,健帆生物,48.15,49.15,47.21,48.41,48.8,-0.65,-1.332,1.1761,1258075,60516199.14,20106765900.0,5150426863.5
480,2018-07-20,sz300529,健帆生物,48.7,49.1,47.5,47.8,48.15,0.55,1.1423,1.056,1129551,54798934.39,20336438200.0,5209258323.0
481,2018-07-23,sz300529,健帆生物,44.87,47.44,43.85,46.65,48.7,-3.83,-7.8645,4.416,4723660,213821991.44,18737083820.0,4799577432.3
482,2018-07-24,sz300529,健帆生物,45.6,46.17,43.22,44.95,44.87,0.73,1.6269,2.049,2191727,98653718.74,19041921600.0,4877662824.0
483,2018-07-25,sz300529,健帆生物,48.15,49.41,45.55,45.55,45.6,2.55,5.5921,1.9884,2126893,102132859.84,20106765900.0,5150426863.5
484,2018-07-26,sz300529,健帆生物,47.5,48.45,47.02,48.32,48.15,-0.65,-1.3499,1.059,1132806,54078341.37,19835335000.0,5080898775.0
485,2018-07-27,sz300529,健帆生物,46.72,48.0,46.0,48.0,47.5,-0.78,-1.6421,0.7806,834996,38970906.31,19509617920.0,4997465068.8
486,2018-07-30,sz300529,健帆生物,44.19,46.9,43.25,46.49,46.72,-2.53,-5.4152,1.5634,1672266,74475246.97,18453125340.0,4726840355.1
487,2018-07-31,sz300529,健帆生物,44.42,44.89,43.6,44.3,44.19,0.23,0.5205,0.8843,945871,41866365.38,18549170120.0,4751442601.8
488,2018-08-01,sz300529,健帆生物,42.98,45.38,42.65,44.13,44.42,-1.44,-3.2418,1.2755,1364371,59981816.57,17947846280.0,4597411144.2
489,2018-08-02,sz300529,健帆生物,42.94,43.39,40.99,43.0,42.98,-0.04,-0.0931,1.4808,1583928,67079506.38,17931142840.0,4593132492.6
490,2018-08-03,sz300529,健帆生物,40.86,43.89,40.7,43.22,42.94,-2.08,-4.844,1.6984,1816761,76990927.81,17062563960.0,4370642609.4
491,2018-08-06,sz300529,健帆生物,41.42,43.49,41.13,41.22,40.86,0.56,1.3705,2.8736,3073761,129743711.01,17296412120.0,4430543731.8
492,2018-08-07,sz300529,健帆生物,41.95,43.91,39.52,43.6,41.42,0.53,1.2796,2.6475,2831954,117515347.36,17517732700.0,4487235865.5
493,2018-08-08,sz300529,健帆生物,40.3,42.82,40.09,42.1,41.95,-1.65,-3.9333,1.9276,2061837,84451017.43,16828715800.0,4310741487.0
494,2018-08-09,sz300529,健帆生物,42.81,43.33,39.67,40.26,40.3,2.51,6.2283,2.6118,2793727,117226010.76,17876856660.0,4579226874.9
495,2018-08-10,sz300529,健帆生物,44.45,44.78,42.81,43.2,42.81,1.64,3.8309,2.4287,2597938,114445678.78,18561697700.0,4754651590.5
496,2018-08-13,sz300529,健帆生物,44.58,44.99,43.68,44.0,44.45,0.13,0.2925,1.1148,1192503,52897648.02,18615983880.0,4768557208.2
497,2018-08-14,sz300529,健帆生物,45.3,46.1,44.3,44.3,44.58,0.72,1.6151,1.7776,1901477,86096266.38,18916645800.0,4845572937.0
498,2018-08-15,sz300529,健帆生物,43.82,45.9,43.58,45.29,45.3,-1.48,-3.2671,1.4279,1527325,68099871.52,18298618520.0,4687262827.8
499,2018-08-16,sz300529,健帆生物,45.05,46.13,43.11,43.3,43.82,1.23,2.8069,2.8428,3040888,138155099.59,18812249300.0,4818831364.5
500,2018-08-17,sz300529,健帆生物,40.76,45.8,40.68,45.21,45.05,-4.29,-9.5228,3.6838,3940400,167547799.16,17020805360.0,4359945980.4
501,2018-08-20,sz300529,健帆生物,41.78,42.4,40.66,40.66,40.76,1.02,2.5025,2.5899,2770366,115481750.47,17446743080.0,4469051596.2
502,2018-08-21,sz300529,健帆生物,43.6,43.9,41.0,42.49,41.78,1.82,4.3562,1.9473,2082952,90148240.84,18206749600.0,4663730244.0
503,2018-08-22,sz300529,健帆生物,43.56,44.4,43.45,44.28,43.6,-0.04,-0.0917,1.7199,1839748,80883549.96,18190046160.0,4659451592.4
504,2018-08-23,sz300529,健帆生物,45.09,45.19,42.95,42.95,43.56,1.53,3.5124,2.1245,2272469,101425674.68,18828952740.0,4823110016.1
505,2018-08-24,sz300529,健帆生物,45.3,45.8,44.11,45.1,45.09,0.21,0.4657,1.9023,2034858,91704351.06,18916645800.0,4845572937.0
506,2018-08-27,sz300529,健帆生物,47.2,47.87,44.82,45.24,45.3,1.9,4.1943,2.6823,2869167,133416000.35,19710059200.0,5048808888.0
507,2018-08-28,sz300529,健帆生物,46.5,47.61,46.21,47.2,47.2,-0.7,-1.4831,1.0163,1087059,50666599.95,19417749000.0,4973932485.0
508,2018-08-29,sz300529,健帆生物,45.75,46.6,45.3,46.6,46.5,-0.75,-1.6129,1.3353,1428273,65315078.92,19104559500.0,4893707767.5
509,2018-08-30,sz300529,健帆生物,45.15,46.39,44.62,45.98,45.75,-0.6,-1.3115,1.2266,1312053,59363138.32,18854007900.0,4829527993.5
510,2018-08-31,sz300529,健帆生物,43.92,45.0,43.2,44.98,45.15,-1.23,-2.7243,2.0209,2161723,94876196.0,18340377120.0,4697959456.8
511,2018-09-03,sz300529,健帆生物,43.75,44.66,41.8,44.61,43.92,-0.17,-0.3871,2.4709,2642998,112854033.69,18269387500.0,4679775187.5
512,2018-09-04,sz300529,健帆生物,43.71,44.0,42.5,43.59,43.75,-0.04,-0.0914,2.4646,2636253,114119594.3,18252684060.0,4675496535.9
513,2018-09-05,sz300529,健帆生物,42.5,43.7,42.05,43.7,43.71,-1.21,-2.7682,1.5946,1705734,73115745.6,17747405000.0,4546067325.0
514,2018-09-06,sz300529,健帆生物,42.8,43.19,41.45,42.44,42.5,0.3,0.7059,1.2881,1377810,58389253.7,17872680800.0,4578157212.0
515,2018-09-07,sz300529,健帆生物,42.5,43.73,42.13,42.32,42.8,-0.3,-0.7009,2.3167,2478133,106973047.59,17747405000.0,4546067325.0
516,2018-09-10,sz300529,健帆生物,42.0,43.18,41.16,42.92,42.5,-0.5,-1.1765,1.3002,1390763,58966543.98,17538612000.0,4492584180.0
517,2018-09-11,sz300529,健帆生物,43.23,43.73,41.61,41.86,42.0,1.23,2.9286,1.402,1499614,64496581.64,18052242780.0,4624152716.7
518,2018-09-12,sz300529,健帆生物,41.75,43.24,41.71,43.23,43.23,-1.48,-3.4235,1.1823,1264690,53464852.5,17434215500.0,4465842607.5
